Satellite Name,ADM,ORG,Long_nom,Date of bringing into use,Status,Expiry Date for Bringing Into Use,Provision,
INSAT-2E74,IND,,74,15.12.2003,C,,11.2,
INSAT-2E83,IND,,83,01.04.1999,C,,11.2,
INSAT-2E93.5,IND,,93.5,03.12.2003,C,,11.2,
INSAT-2K (74),IND,,74,08.07.1997,C,,11.2,
INSAT-2K (83),IND,,83,14.09.2000,C,,11.2,
INSAT-2K (93.5),IND,,93.5,08.02.1996,C,,11.2,
INSAT-2M (48),IND,,48,10.04.2002,C,,11.2,
INSAT-2M (74),IND,,74,08.07.1997,C,,11.2,
INSAT-2M (83),IND,,83,14.04.2000,C,,11.2,
INSAT-2M (93.5),IND,,93.5,08.02.1996,C,,11.2,
INSAT-2T (48),IND,,48,10.04.2002,C,,11.2,
INSAT-2T (55),IND,,55,17.01.1998,C,,11.2,
INSAT-2T (74),IND,,74,08.07.1997,C,,11.2,
INSAT-2T (93.5),IND,,93.5,08.02.1996,C,,11.2,
INSAT-C-Y17(97.3E),IND,,97.3,20.05.2017,C,,11.2,
INSAT-EHFL-55E,IND,,55,25.11.2018,C,,11.2,
INSAT-EK48,IND,,48,09.06.2003,C,,11.2,
INSAT-EK48R,IND,,48,09.06.2003,C,,11.2,
INSAT-EK55,IND,,55,30.11.2003,C,,11.2,
INSAT-EK55R,IND,,55,01.01.2004,C,,11.2,
INSAT-EK74,IND,,74,24.02.2002,C,,11.2,
INSAT-EK74R,IND,,74,31.07.2004,C,,11.2,
INSAT-EK83,IND,,83,01.10.2004,C,,11.2,
INSAT-EK83R,IND,,83,01.10.2004,C,,11.2,
INSAT-EK93.5,IND,,93.5,10.05.2003,C,,11.2,
INSAT-EK93.5R,IND,,93.5,10.05.2003,C,,11.2,
INSAT-EXC(129.5E),IND,,129.5,08.05.2016,C,,A30B#8.1,
INSAT-EXC(48E),IND,,48,15.03.2021,C,,A30B#8.1,
INSAT-EXC(82E),IND,,82,10.08.2013,C,,A30B#8.1,
INSAT-EXC55E,IND,,55,22.12.2014,C,,A30B#8.1,
INSAT-G5(74),IND,,74,12.09.2013,C,,11.2,
INSAT-KA48E,IND,,48,15.03.2018,C,,11.2,
INSAT-KA55E,IND,,55,25.11.2018,C,,11.2,
INSAT-KA68E,IND,,68,03.06.2023,N,03.06.2023,11.2,
INSAT-KA74E,IND,,74,10.12.2018,C,,11.2,
INSAT-KAUHF (74),IND,,74,12.09.2013,C,,11.2,
INSAT-KU10(111.5)E,IND,,111.5,14.04.2010,C,,11.2,
INSAT-KU10(55)E,IND,,55,01.06.2004,C,,11.2,
INSAT-KU11(55)E,IND,,55,05.10.2014,C,,11.2,
INSAT-KU11(74)E,IND,,74,12.09.2013,C,,11.2,
INSAT-KU12(63)E,IND,,63,24.12.2018,C,,11.2,
INSAT-KU17(48E),IND,,48,27.04.2020,C,,11.2,
INSAT-KUP-FSS(74E),IND,,74,10.12.2018,C,,A30B#8.1,
INSAT-KUP-FSS(97.3E),IND,,97.3,20.05.2017,C,,A30B#8.1,
INSAT-MET82E,IND,,82,28.07.2013,C,,11.2,
INSAT-META(74E),IND,,74,22.09.2016,C,,11.2,
INSAT-METB(82E),IND,,82,10.08.2013,C,,11.2,
INSAT-METD(93.5E),IND,,93.5,11.07.2017,C,,11.2,
INSAT-NAV(55),IND,,55,09.07.2013,C,,11.2,
INSAT-NAV(93.5),IND,,93.5,04.08.2016,C,,11.2,
INSAT-NAV-A-GS,IND,,N-GSO,30.04.2012,C,,11.2,
INSAT-NAVR(129.5),IND,,129.5,08.05.2016,C,,11.2,
INSAT-NAVR(32.5),IND,,32.5,20.03.2016,C,,11.2,
INSAT-NAVR(83),IND,,83,26.07.2015,C,,11.2,
INSAT-NAVR-GS,IND,,N-GSO,21.08.2016,C,,11.2,
INSAT-PKU63E,IND,,63,24.12.2018,C,,A30B#8.1,
INSAT-TTC(55)E,IND,,55,26.03.2013,C,,11.2,
INSAT-TTC(74)E,IND,,74,26.03.2013,C,,11.2,
INSAT-TTC(82)E,IND,,82,14.08.2014,C,,11.2,
INSAT-TTC(83)E,IND,,83,26.03.2013,C,,11.2,
INSAT-TTC(93.5)E,IND,,93.5,26.03.2013,C,,11.2,
INSPIRESAT-1,IND,,N-GSO,14.02.2022,C,,11.2,
INTEGRAL,F,ESA,N-GSO,17.10.2002,C,,11.2,
INTELSAT IBS 183E,HOL,,-177,01.07.1998,C,,11.2,
INTELSAT IBS 307E,USA,,-53,17.05.1988,C,,11.2,
INTELSAT IBS 307E,USA,,-53,15.07.1988,C,,11.2,
INTELSAT IBS 319.5E,HOL,,-40.5,01.11.1992,C,,11.2,
INTELSAT K 319.5E,HOL,,-40.5,24.04.1999,C,,11.2,
INTELSAT KA 95E,HOL,,95,22.01.2005,C,,11.2,
INTELSAT KFOS 85E,USA,,85,20.12.2001,C,,11.2,
INTELSAT KUEXT 157E,G,,157,03.01.2003,C,,5.1.2,
INTELSAT KUEXT 304.5,G,,-55.5,20.06.1998,C,,5.1.2/5.1.6,
INTELSAT KUEXT 304.5,G,,-55.5,18.07.2001,C,,5.1.2/5.1.6,
INTELSAT KUEXT 60E,G,,60,01.08.2005,C,,5.1.2,
INTELSAT KUEXT 66E,G,,66,12.06.1996,C,,5.1.2,
INTELSAT KUEXT 66E,G,,66,01.08.2005,C,,5.1.2,
INTELSAT KUEXT 66E,G,,66,04.10.2013,C,,5.1.2,
INTELSAT10 310E,USA,,-50,10.10.2004,C,,11.2,
INTELSAT10 359E,USA,,-1,15.06.2004,C,,11.2,
INTELSAT5 183E,HOL,,-177,13.09.1990,C,,11.2,
INTELSAT5 33E,USA,,33,12.09.1992,C,,11.2,
INTELSAT5 PAC3,USA,,180,20.12.1985,C,,11.2,
INTELSAT5A 157E,USA,,157,01.08.1992,C,,11.2,
INTELSAT5A 183E,HOL,,-177,08.07.1995,C,,11.2,
INTELSAT5A 319.5E,HOL,,-40.5,01.10.1992,C,,11.2,
INTELSAT5A 95E,HOL,,95,01.03.1999,C,,11.2,
INTELSAT5A INDOC2,HOL,,57,01.07.1992,C,,11.2,
INTELSAT6 157E,USA,,157,04.08.2002,C,,11.2,
INTELSAT6 325.5E,USA,,-34.5,01.07.1992,C,,11.2,
INTELSAT6 330.5E,USA,,-29.5,01.04.2003,C,,11.2,
INTELSAT6 332.5E,USA,,-27.5,12.09.1990,C,,11.2,
INTELSAT6 335.5E,USA,,-24.5,28.04.1990,C,,11.2,
INTELSAT6 340E,USA,,-20,10.08.2002,C,,11.2,
INTELSAT6 60E,USA,,60,15.01.1992,C,,11.2,
INTELSAT6 62E,USA,,62,07.11.1997,C,,11.2,
INTELSAT6 85E,USA,,85,01.03.2007,C,,11.2,
INTELSAT7 157E,USA,,157,01.12.1994,C,,11.2,
INTELSAT7 157E,USA,,157,01.12.1999,C,,11.2,
INTELSAT7 180E,USA,,180,01.06.1998,C,,11.2,
INTELSAT7 183E,HOL,,-177,01.06.1996,C,,11.2,
INTELSAT7 183E,HOL,,-177,01.12.1999,C,,11.2,
INTELSAT7 304.5E,USA,,-55.5,25.05.2002,C,,11.2,
INTELSAT7 307E,USA,,-53,08.07.1995,C,,11.2,
INTELSAT7 310E,USA,,-50,08.05.1995,C,,11.2,
INTELSAT7 319.5E,HOL,,-40.5,01.05.1994,C,,11.2,
INTELSAT7 325.5E,USA,,-34.5,01.03.1996,C,,11.2,
INTELSAT7 325.5E,USA,,-34.5,01.12.1999,C,,11.2,
INTELSAT7 332.5E,USA,,-27.5,01.03.1996,C,,11.2,
INTELSAT7 332.5E,USA,,-27.5,01.12.1999,C,,11.2,
INTELSAT7 335.5E,USA,,-24.5,01.03.1996,C,,11.2,
INTELSAT7 335.5E,USA,,-24.5,01.12.1999,C,,11.2,
INTELSAT7 33E,USA,,33,01.12.1994,C,,11.2,
INTELSAT7 33E,USA,,33,01.01.1995,C,,11.2,
INTELSAT7 340E,USA,,-20,10.08.2002,C,,11.2,
INTELSAT7 342E,USA,,-18,12.08.1996,C,,11.2,
INTELSAT7 342E,USA,,-18,12.08.1998,C,,11.2,
INTELSAT7 359E,USA,,-1,20.08.1994,C,,11.2,
INTELSAT7 57E,HOL,,57,26.06.1996,C,,11.2,
INTELSAT7 62E,USA,,62,29.08.2001,C,,11.2,
INTELSAT7 62E,USA,,62,06.01.2003,C,,11.2,
INTELSAT7 64E,USA,,64,01.12.1994,C,,11.2,
INTELSAT7 64E,USA,,64,01.12.1999,C,,11.2,
INTELSAT7 66E,USA,,66,25.02.1995,C,,11.2,
INTELSAT7 66E,USA,,66,01.12.1999,C,,11.2,
INTELSAT7 85E,USA,,85,01.12.1994,C,,11.2,
INTELSAT7 85E,USA,,85,01.01.1995,C,,11.2,
INTELSAT7 85E,USA,,85,01.01.1998,C,,11.2,
INTELSAT7 85E,USA,,85,01.12.1999,C,,11.2,
INTELSAT7 95E,HOL,,95,24.11.2001,C,,11.2,
INTELSAT8 157E,USA,,157,18.01.2003,C,,11.2,
INTELSAT8 183E,HOL,,-177,24.11.2001,C,,11.2,
INTELSAT8 304.5E,USA,,-55.5,29.07.2000,C,,11.2,
INTELSAT8 307E,USA,,-53,01.04.1996,C,,11.2,
INTELSAT8 307E,USA,,-53,17.04.2003,C,,11.2,
INTELSAT8 319.5E,HOL,,-40.5,15.05.1998,C,,11.2,
INTELSAT8 325.5E,USA,,-34.5,01.04.1996,C,,11.2,
INTELSAT8 325.5E,USA,,-34.5,01.01.1999,C,,11.2,
INTELSAT8 325.5E,USA,,-34.5,06.02.2000,C,,11.2,
INTELSAT8 328.5E,USA,,-31.5,01.12.1999,C,,11.2,
INTELSAT8 330.5E,USA,,-29.5,12.11.2002,C,,11.2,
INTELSAT8 332.5E,USA,,-27.5,26.03.2003,C,,11.2,
INTELSAT8 335.5E,USA,,-24.5,19.04.2003,C,,11.2,
INTELSAT8 338.5E,HOL,,-21.5,22.12.1997,C,,11.2,
INTELSAT8 33E,USA,,33,01.12.1994,C,,11.2,
INTELSAT8 33E,USA,,33,01.01.1996,C,,11.2,
INTELSAT8 33E,USA,,33,01.12.1996,C,,11.2,
INTELSAT8 340E,USA,,-20,10.08.2002,C,,11.2,
INTELSAT8 342E,USA,,-18,01.04.1996,C,,11.2,
INTELSAT8 342E,USA,,-18,01.01.1999,C,,11.2,
INTELSAT8 359E,USA,,-1,18.04.2003,C,,11.2,
INTELSAT8 57E,HOL,,57,09.10.1994,C,,11.2,
INTELSAT8 60E,USA,,60,15.10.2001,C,,11.2,
INTELSAT8 60E,USA,,60,04.04.2002,C,,11.2,
INTELSAT8 62E,USA,,62,01.04.1996,C,,11.2,
INTELSAT8 62E,USA,,62,01.01.1999,C,,11.2,
INTELSAT8 62E,USA,,62,15.10.2001,C,,11.2,
INTELSAT8 62E,USA,,62,11.01.2003,C,,11.2,
INTELSAT8 64E,USA,,64,01.06.1998,C,,11.2,
INTELSAT8 64E,USA,,64,01.01.1999,C,,11.2,
INTELSAT8 64E,USA,,64,01.06.2000,C,,11.2,
INTELSAT8 85E,USA,,85,01.12.1994,C,,11.2,
INTELSAT8 85E,USA,,85,01.01.1996,C,,11.2,
INTELSAT8 95E,HOL,,95,15.03.2003,C,,11.2,
INTELSAT9 304.5E,USA,,-55.5,01.03.2007,C,,11.2,
INTELSAT9 307E,USA,,-53,01.03.2007,C,,11.2,
INTELSAT9 310E,USA,,-50,01.03.2007,C,,11.2,
INTELSAT9 325.5E,USA,,-34.5,01.03.2007,C,,11.2,
INTELSAT9 328.5E,USA,,-31.5,01.03.2007,C,,11.2,
INTELSAT9 330.5E,USA,,-29.5,01.03.2007,C,,11.2,
INTELSAT9 332.5E,USA,,-27.5,01.03.2007,C,,11.2,
INTELSAT9 335.5E,USA,,-24.5,01.03.2007,C,,11.2,
INTELSAT9 33E,USA,,33,01.03.2007,C,,11.2,
INTELSAT9 340E,USA,,-20,01.03.2007,C,,11.2,
INTELSAT9 342E,USA,,-18,01.03.2007,C,,11.2,
INTELSAT9 359E,USA,,-1,01.03.2007,C,,11.2,
INTELSAT9 60E,USA,,60,01.03.2007,C,,11.2,
INTELSAT9 62E,USA,,62,01.03.2007,C,,11.2,
INTELSAT9 64E,USA,,64,01.03.2007,C,,11.2,
INTELSAT9 66E,USA,,66,01.03.2007,C,,11.2,
INTERBELAR-2,RUS,IK,75,27.09.1999,C,,11.2,
INTERSPUTNIK-119E-B,RUS,IK,119.1,22.05.2018,C,,5.1.2,
INTERSPUTNIK-119E-B,RUS,IK,119.1,22.05.2018,C,,5.1.6,
INTERSPUTNIK-119E-F,RUS,IK,119.1,22.05.2018,C,,A30B#8.1,
INTERSPUTNIK-16W-2,RUS,IK,-16,13.11.2015,C,,11.2,
INTERSPUTNIK-16W-4,RUS,IK,-16,13.11.2015,C,,11.2,
INTERSPUTNIK-16W-F,RUS,IK,-16,31.07.2013,C,,A30B#8.1,
INTERSPUTNIK-17E,RUS,IK,17,03.04.2003,C,,11.2,
INTERSPUTNIK-17E-B,RUS,IK,17,30.07.2015,C,,5.1.6,
INTERSPUTNIK-17E-B,RUS,IK,17,30.07.2015,C,,5.1.2,
INTERSPUTNIK-17E-CK,RUS,IK,17,07.12.2006,C,,11.2,
INTERSPUTNIK-3W,RUS,IK,-3,01.06.2003,C,,11.2,
INTERSPUTNIK-3W-CK,RUS,IK,-3,24.11.2011,C,,11.2,
INTERSPUTNIK-3W-CK,RUS,IK,-3,31.08.2015,C,,11.2,
INTERSPUTNIK-3W-Q,RUS,IK,-3,01.09.2005,C,,11.2,
INTERSPUTNIK-74.9E-B,RUS,IK,74.9,01.04.2014,C,,5.1.2,
INTERSPUTNIK-74.9E-B,RUS,IK,74.9,01.04.2014,C,,5.1.6,
INTERSPUTNIK-74.9EB2,RUS,IK,74.9,05.05.2020,C,,5.1.2,
INTERSPUTNIK-74.9EB2,RUS,IK,74.9,05.05.2020,C,,5.1.6,
INTERSPUTNIK-75E-CK,RUS,IK,75,25.06.2011,C,,11.2,
INTERSPUTNIK-75E-Q,RUS,IK,75,01.09.2005,C,,11.2,
INTNL SPACE STATION,USA,,N-GSO,01.02.2001,C,,11.2,
INTNL SPACE STATION,USA,,N-GSO,01.04.2002,C,,11.2,
INTNL SPACE STN ACS,USA,,N-GSO,30.11.2000,C,,11.2,
INTNL SPACE STN SGS,USA,,N-GSO,01.09.1998,C,,11.2,
IOMSAT-11A,G,,-115,21.12.2011,C,,11.2,
IOMSAT-15W-B,G,,-15,01.01.2016,C,,A30B#8.1,
IOMSAT-2A2,G,,-15,01.01.2016,C,,11.2,
IOMSAT-KA-138E,G,,138,28.10.2018,C,,11.2,
IOMSAT-KA-63W,G,,-63,19.02.2014,C,,11.2,
IOMSAT-KA-63W-R,G,,-63,11.08.2018,C,,11.2,
IOMSAT-R1,G,,154,01.01.2017,C,,11.2,
IOMSAT-S21,G,,-86.5,03.09.2017,C,,5.1.2/5.1.6,
IOMSAT-S21-TT&C,G,,-86.45,03.09.2017,C,,11.2,
IRANSAT-43.5E,IRN,,43.5,15.06.2017,C,,11.2,
IRANSAT-B-43.5E,IRN,,43.5,01.09.2023,N,30.10.2024,11.2,
IRIS-1A,USA,,-105,27.11.2017,C,,11.2,
IRIS-2A,USA,,-100,01.03.2014,C,,11.2,
IRIS-4A,USA,,-15.5,30.09.2015,C,,11.2,
IRIS-6A,USA,,75,01.07.2016,C,,11.2,
IRIS-8A,USA,,-177,01.12.2012,C,,11.2,
IRNDBS-2,IRN,,26,26.03.2006,C,,5.1.6,
IRNDBS-2,IRN,,26,26.03.2006,C,,5.1.2,
IRN-ERS-1,IRN,,N-GSO,11.12.2025,N,11.12.2025,11.2,
IRS-CARTOSAT-2,IND,,N-GSO,20.01.2007,C,,11.2,
IRS-NG14,IND,,N-GSO,26.09.2016,N,10.08.2023,11.2,
IRS-P5,IND,,N-GSO,15.05.2005,C,,11.2,
IRS-SCATSAT-1,IND,,N-GSO,26.09.2016,C,,11.2,
ISLWE-1,F,,N-GSO,18.02.2020,C,,11.2,
ISS - ARISS,I,,N-GSO,01.09.2013,C,,11.2,
ISS EVA,USA,,N-GSO,01.01.2001,C,,11.2,
ISS SSCS,USA,,N-GSO,01.12.1998,C,,11.2,
ISS WVS,USA,,N-GSO,01.01.2001,C,,11.2,
ISS-CUCU,USA,,N-GSO,01.06.2013,C,,11.2,
ISS-JEM-ICS-R,J,,N-GSO,21.08.2009,C,,11.2,
ISS-PROX-R,J,,N-GSO,01.10.2008,C,,11.2,
ISS-PROX-R,J,,N-GSO,11.09.2009,C,,11.2,
ISS-USOS-RPOD,USA,,N-GSO,05.12.2014,C,,11.2,
ISTP WIND,USA,,N-GSO,01.11.1994,C,,11.2,
ISTSAT-1,POR,,N-GSO,01.09.2024,N,01.09.2024,11.2,
ITF-1,J,,N-GSO,28.02.2014,C,,11.2,
IUSAT-H2,IND,,N-GSO,23.06.2017,C,,11.2,
IXPE,USA,,N-GSO,29.01.2025,N,29.01.2025,11.2,
JAS-2,J,,N-GSO,17.08.1996,C,,11.2,
JASON2,F,,N-GSO,20.01.2009,C,,11.2,
JASON3,F,,N-GSO,17.01.2016,C,,11.2,
JASON-CS_EUM,D,EUM,N-GSO,21.11.2020,C,,11.2,
JASON-CS_EUM,D,EUM,N-GSO,01.07.2025,N,05.12.2026,11.2,
JBSS-1,J,,110,15.04.2003,C,,5.1.6,
JBSS-1,J,,110,15.04.2003,C,,5.1.2,
JBSS-1N,J,,109.85,15.04.2003,C,,5.1.2,
JBSS-1N,J,,109.85,15.04.2003,C,,5.1.6,
JCSAT-1,J,,150,15.06.1991,C,,11.2,
JCSAT-1,J,,150,20.07.1995,C,,11.2,
JCSAT-1R,J,,150,17.02.1997,C,,11.2,
JCSAT-1R,J,,150,01.12.2005,C,,11.2,
JCSAT-2,J,,154,15.06.1991,C,,11.2,
JCSAT-2,J,,154,20.07.1995,C,,11.2,
JCSAT-2R,J,,154,28.03.2002,C,,11.2,
JCSAT-2R,J,,154,01.12.2005,C,,11.2,
JCSAT-3A,J,,128,29.08.1995,C,,11.2,
JCSAT-3A,J,,128,01.12.2005,C,,11.2,
JCSAT-3B,J,,124,01.04.1998,C,,11.2,
JCSAT-3B,J,,124,01.12.2005,C,,11.2,
JCSAT-FO-124E,J,,124,27.12.2005,C,,11.2,
JCSAT-FO-128E,J,,128,27.12.2005,C,,11.2,
JCSAT-FO-132E,J,,132,27.12.2005,C,,11.2,
JCSAT-FO-132E,J,,132,26.12.2007,C,,11.2,
JCSAT-FO-136E,J,,136,27.12.2005,C,,11.2,
JCSAT-FO-150E,J,,150,27.12.2005,C,,11.2,
JCSAT-FO-154E,J,,154,27.12.2005,C,,11.2,
JCSAT-T-127.5E,J,,127.5,30.11.2002,C,,11.2,
JCUBES-A,J,,N-GSO,28.03.2019,C,,11.2,
JCUBES-B,J,,N-GSO,28.03.2019,C,,11.2,
JCUBES-B,J,,N-GSO,11.04.2024,N,11.04.2024,11.2,
JILIN-1GF03W-1,CHN,,N-GSO,22.01.2026,N,22.01.2026,11.2,
JILIN-1GF03W-2,CHN,,N-GSO,15.09.2020,C,,11.2,
JILIN-1GPW-1,CHN,,N-GSO,15.10.2018,C,,11.2,
JILIN-1GXW-1,CHN,,N-GSO,20.03.2019,C,,11.2,
JILIN-1SPW-1,CHN,,N-GSO,10.09.2017,C,,11.2,
JILIN-1SPW-2,CHN,,N-GSO,22.12.2017,C,,11.2,
JINJUSAT-1,KOR,,N-GSO,04.02.2028,N,04.02.2028,11.2,
JITSAT,IND,,N-GSO,28.02.2021,C,,11.2,
JL-1,CHN,,N-GSO,16.12.2016,C,,11.2,
JLC-101-V1,KOR,,N-GSO,25.05.2025,N,24.11.2028,11.2,
JMCS-1,J,,144,24.02.1998,C,,11.2,
JMCS-162E,J,,162,12.06.2018,C,,11.2,
JMCS-1R,J,,144,01.11.2003,C,,11.2,
JMCS-2,J,,110,24.02.2001,C,,11.2,
JMCS-2,J,,110,03.02.2006,C,,11.2,
JMCS-3A,J,,158,01.07.2004,C,,11.2,
JMCS-3A,J,,158,03.02.2006,C,,11.2,
JMCS-3B,J,,162,01.04.2001,C,,11.2,
JMCS-3B,J,,162,03.02.2006,C,,11.2,
JMCS-93E,J,,93,28.11.2012,C,,11.2,
JMCS-93E-R,J,,93,25.02.2017,C,,11.2,
JMCS-B4-X,J,,162,01.01.2013,C,,11.2,
JMCS-C2-X,J,,144,02.10.2008,C,,11.2,
JMCS-D2-X,J,,110,01.01.2013,C,,11.2,
JPSS,USA,,N-GSO,18.11.2017,C,,11.2,
JUICE,F,ESA,N-GSO,26.03.2028,N,26.03.2028,11.2,
JUNO,USA,,N-GSO,05.08.2011,C,,11.2,
JUVENILE,CHN,,N-GSO,16.09.2017,C,,11.2,
JWST-R2,USA,,N-GSO,23.01.2022,C,,11.2,
K2SAT,KOR,,N-GSO,07.02.2025,N,07.02.2025,11.2,
KANOPUS-V,RUS,,N-GSO,01.12.2012,C,,11.2,
KASATCOM-2,USA,,-22.5,15.01.1999,C,,11.2,
KASATCOM-3,USA,,72,11.02.2000,C,,11.2,
KASATCOM-5,USA,,172,01.06.1998,C,,11.2,
KAZSAT1,KAZ,,58.5,19.12.2011,C,,11.2,
KAZSAT1M,KAZ,,58.5,19.12.2011,C,,11.2,
KAZSAT2,KAZ,,86.5,26.11.2011,C,,11.2,
KAZSAT2,KAZ,,86.5,18.02.2012,C,,11.2,
KAZSAT2M,KAZ,,86.5,26.11.2011,C,,11.2,
KAZSAT-30B-58.5E,KAZ,,58.5,19.11.2015,C,,A30B#8.1,
KAZSCISAT-1,KAZ,,N-GSO,04.12.2018,C,,11.2,
KAZSTSAT,KAZ,,N-GSO,04.12.2018,C,,11.2,
KHALIFASAT,UAE,,N-GSO,29.10.2018,C,,11.2,
KHUSAT-01,KOR,,N-GSO,01.07.2012,C,,11.2,
KIRUNA ROCKET,S,,N-GSO,01.07.1967,C,,11.2,
KIRUNA ROCKET,S,,N-GSO,07.07.1967,C,,11.2,
KIRUNA ROCKET,S,,N-GSO,01.04.1970,C,,11.2,
KMSL-01,KOR,,N-GSO,22.03.2021,C,,11.2,
KMSL-01,KOR,,N-GSO,24.04.2027,N,24.04.2027,11.2,
KOMPSAT-2,KOR,,N-GSO,28.07.2006,C,,11.2,
KOMPSAT-3,KOR,,N-GSO,18.08.2012,C,,11.2,
KOMPSAT-3A,KOR,,N-GSO,26.06.2015,C,,11.2,
KOMPSAT-5,KOR,,N-GSO,22.11.2013,C,,11.2,
KOMPSAT-6,KOR,,N-GSO,12.12.2023,N,12.12.2023,11.2,
KOMPSAT-7,KOR,,N-GSO,12.02.2026,N,12.02.2026,11.2,
KONDOR-FKA,RUS,,N-GSO,01.04.2024,N,18.04.2027,11.2,
KOR11201,KOR,,116,04.06.2017,C,,5.1.6,
KOREASAT 7-1,KOR,,N-GSO,01.12.2023,N,13.11.2026,11.2,
KOREASAT-1,KOR,,116,05.02.1996,C,,5.1.2,
KOREASAT-1,KOR,,116,05.02.1996,C,,11.2,
KOREASAT-1,KOR,,116,05.02.1996,C,,5.1.6,
KOREASAT-1,KOR,,116,20.02.1996,C,,5.1.2,
KOREASAT-1,KOR,,116,20.02.1996,C,,5.1.6,
KOREASAT-1,KOR,,116,15.11.1999,C,,11.2,
KOREASAT-113E,KOR,,113,01.09.2006,C,,11.2,
KOREASAT-113K,KOR,,113,28.11.2017,C,,11.2,
KOREASAT-113X,KOR,,113,01.09.2006,C,,11.2,
KOREASAT-116,KOR,,116,31.07.2020,C,,11.2,
KOREASAT-116.0E,KOR,,116,05.06.2017,C,,11.2,
KOREASAT-116K,KOR,,116,04.06.2017,C,,11.2,
KOREASAT-2,KOR,,113,30.12.1999,C,,5.1.2,
KOREASAT-2,KOR,,113,30.12.1999,C,,5.1.6,
KOREASAT-2,KOR,,113,06.05.2000,C,,11.2,
KOREASAT-3,KOR,,116,01.07.2005,C,,5.1.2,
KOREASAT-3,KOR,,116,01.07.2005,C,,5.1.6,
KOSPAS,RUS,,N-GSO,01.06.1982,C,,11.2,
KPLO,KOR,,N-GSO,28.06.2025,N,28.06.2025,11.2,
KSM1,LUX,,N-GSO,06.12.2020,C,,11.2,
KSU_CUBESAT,ARS,,N-GSO,22.03.2021,C,,11.2,
KUPON-1,RUS,,55,12.11.1997,C,,11.2,
KUPON-1M,RUS,,55,01.09.2011,C,,11.2,
KUPON-1S,RUS,,55,01.01.2005,C,,11.2,
KUPON-1T,RUS,,55,01.01.2005,C,,11.2,
KUPON-4M,RUS,,86.5,08.09.2011,C,,11.2,
KYPROS-ACHILLEAS,CYP,,174,28.11.2017,C,,11.2,
KYPROS-NGSO-1,CYP,,N-GSO,20.07.2024,N,20.07.2024,11.2,
KYPROS-ORION,CYP,,89.5,29.12.2017,C,,11.2,
KYPROS-SAT-3,CYP,,39,07.03.2016,C,,A30B#8.1,
KYPROS-SAT-4,CYP,,39,17.08.2016,C,,5.1.2,
KYPROS-SAT-4,CYP,,39,17.08.2016,C,,5.1.6,
KYPROS-SAT-5,CYP,,39,07.03.2016,C,,11.2,
KYPROS-SAT-5,CYP,,39,17.08.2016,C,,11.2,
KYPROS-SAT-7,CYP,,39,30.07.2019,C,,11.2,
KYPROS-SAT-C,CYP,,39,22.06.2003,C,,11.2,
KYPROS-SAT-L4,CYP,,39,01.12.1998,C,,11.2,
KYPROS-SAT-L4,CYP,,39,20.02.2003,C,,11.2,
L5,G,,N-GSO,30.04.2019,C,,11.2,
L5,G,,N-GSO,17.10.2019,C,,11.2,
L5,G,,N-GSO,01.07.2021,C,,11.2,
L-92,USA,,N-GSO,01.01.1992,C,,11.2,
L-92A,USA,,N-GSO,07.07.2022,C,,11.2,
LANDSAT-7,USA,,N-GSO,15.04.1999,C,,11.2,
LANDSAT-9,USA,,N-GSO,27.09.2021,C,,11.2,
LAOSAT-128.5E,LAO,,128.5,26.11.2015,C,,11.2,
LAOSAT-128.5E-A,LAO,,128.5,31.12.2015,C,,11.2,
LAOSAT-FSS-128.5E,LAO,,128.5,31.12.2015,C,,A30B#8.1,
LAPAN-A3-SAT,INS,,N-GSO,15.10.2016,C,,11.2,
LAPANSAT,INS,,N-GSO,28.09.2015,C,,11.2,
LAPAN-TUBSAT,INS,,N-GSO,14.01.2007,C,,11.2,
LARA,RUS,,N-GSO,17.02.2024,N,19.02.2028,11.2,
LATINSAT,ARG,,N-GSO,01.03.2003,C,,11.2,
LCSC-NET,CYP,,N-GSO,22.11.2022,N,22.01.2026,11.2,
LDCM,USA,,N-GSO,11.02.2013,C,,11.2,
LEMUR-2,USA,,N-GSO,07.08.2017,C,,11.2,
LEMUR-2-3,USA,,N-GSO,17.07.2017,C,,11.2,
LEOTELCOM-1,USA,,N-GSO,03.04.1995,C,,11.2,
LEOTELCOM-1,USA,,N-GSO,15.04.1995,C,,11.2,
LEOTELCOM-3,USA,,N-GSO,17.01.2001,C,,11.2,
LITUANICASAT-2,LTU,,N-GSO,23.06.2017,C,,11.2,
LMI,IND,,N-GSO,22.07.2019,C,,11.2,
LM-RPS-107.3W,USA,,-107.3,20.01.2006,C,,11.2,
LOUTCH-3,RUS,,90,30.11.1982,C,,11.2,
LRO,USA,,N-GSO,18.06.2009,C,,11.2,
LRO,USA,,N-GSO,28.06.2022,C,,11.2,
LS-4,D,,N-GSO,01.01.2023,N,16.12.2026,11.2,
LS-4,D,,N-GSO,31.12.2024,N,16.12.2026,11.2,
LTU-DLX1,LTU,,N-GSO,28.08.2026,N,28.08.2026,11.2,
LTU-UHF1,LTU,,N-GSO,29.09.2020,C,,11.2,
LUCKY-7,CZE,,N-GSO,05.07.2019,C,,11.2,
LUCY,USA,,N-GSO,16.10.2021,C,,11.2,
LUNA-GLOB,RUS,,N-GSO,07.11.2026,N,07.11.2026,11.2,
