Network Name,Longitude,ITU Administration,Previous Name,Planned or Non-Planned,Highest Maturity,Brought-into-Use Date,Late-Stage Filing Date,Early-Stage Filing Date,Suspensions,Link
CHINASAT-F-41.6W,-41.6,CHN ,n/a,Non-Planned,C,n/a,n/a,2019-02-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-F-41.6W&sel_satname=CHINASAT-F-41.6W&plan_id=
MEASAT-ROUTE-5C_1,-41.2,MLA ,n/a,Non-Planned,C,n/a,n/a,2016-09-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-ROUTE-5C_1&sel_satname=MEASAT-ROUTE-5C_1&plan_id=
MEASAT-ROUTE-5C,-41.2,MLA ,n/a,Non-Planned,C,n/a,n/a,2016-02-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-ROUTE-5C&sel_satname=MEASAT-ROUTE-5C&plan_id=
AND00000,-41.0,AND ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AND00000&sel_satname=AND00000&plan_id=plan
MT-SAT-41W,-41.0,F ,n/a,Non-Planned,C,n/a,n/a,2021-03-26,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MT-SAT-41W&sel_satname=MT-SAT-41W&plan_id=
KYPROS-41W-2,-41.0,CYP ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-41W-2&sel_satname=KYPROS-41W-2&plan_id=
UKDRS-A15,-41.0,G ,n/a,Non-Planned,C,n/a,n/a,2019-03-31,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UKDRS-A15&sel_satname=UKDRS-A15&plan_id=
TDRS-EAST-ISS,-41.0,USA ,n/a,Non-Planned,N,2009-06-29,2008-02-20,1996-12-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TDRS-EAST-ISS&sel_satname=TDRS-EAST-ISS&plan_id=
TDRS EAST,-41.0,USA ,n/a,Non-Planned,N,1983-04-04,1982-08-24,2009-10-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TDRS+EAST&sel_satname=TDRS+EAST&plan_id=
SE-8-41W,-41.0,NOR ,n/a,Non-Planned,C,n/a,n/a,2019-03-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SE-8-41W&sel_satname=SE-8-41W&plan_id=
NSS-FSS 40.5W,-40.5,HOL ,n/a,Planned,N,2016-01-31,2016-05-30,2008-05-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-FSS+40.5W&sel_satname=NSS-FSS+40.5W&plan_id=plan
NSS-35-1,-40.5,HOL ,n/a,Non-Planned,A,n/a,n/a,2022-12-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=NSS-35-1&sel_satname=NSS-35-1&plan_id=
NSS-G8-2,-40.5,HOL ,n/a,Non-Planned,C,n/a,n/a,2019-10-31,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G8-2&sel_satname=NSS-G8-2&plan_id=
B-SAT-1X,-40.5,B ,n/a,Non-Planned,C,n/a,n/a,2017-12-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=B-SAT-1X&sel_satname=B-SAT-1X&plan_id=
INTELSAT5A 319.5E,-40.5,HOL ,n/a,Non-Planned,N,1992-10-01,1984-11-07,1984-02-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT5A+319.5E&sel_satname=INTELSAT5A+319.5E&plan_id=
LUX-G6-51,-40.5,LUX ,n/a,Non-Planned,N,2014-08-11,2014-12-09,2007-12-18,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LUX-G6-51&sel_satname=LUX-G6-51&plan_id=
INTELSAT7 319.5E,-40.5,HOL ,n/a,Non-Planned,N,1994-05-01,1990-08-30,1989-09-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT7+319.5E&sel_satname=INTELSAT7+319.5E&plan_id=
INTELSAT K 319.5E,-40.5,HOL ,n/a,Non-Planned,N,1999-04-24,1990-08-27,1990-02-13,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT+K+319.5E&sel_satname=INTELSAT+K+319.5E&plan_id=
NSS-35,-40.5,HOL ,n/a,Non-Planned,N,1998-05-15,2009-07-14,2002-07-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-35&sel_satname=NSS-35&plan_id=
NSS-18,-40.5,HOL ,n/a,Non-Planned,N,1998-05-15,2006-10-13,1999-11-18,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-18&sel_satname=NSS-18&plan_id=
INTELSAT IBS 319.5E,-40.5,HOL ,n/a,Non-Planned,N,1992-11-01,1984-12-06,1984-02-09,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT+IBS+319.5E&sel_satname=INTELSAT+IBS+319.5E&plan_id=
INTELSAT8 319.5E,-40.5,HOL ,INTELSAT FOS 319.5E,Non-Planned,N,1998-05-15,1992-11-12,1993-09-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT8+319.5E&sel_satname=INTELSAT8+319.5E&plan_id=
NSS-57,-40.5,HOL ,n/a,Non-Planned,N,1998-05-15,2012-12-17,2006-01-13,"[['P', '2012-06-01', '2013-09-30']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-57&sel_satname=NSS-57&plan_id=
AMS-30B-A1-39.5W,-39.5,ISR ,n/a,Planned,P,n/a,n/a,2018-02-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AMS-30B-A1-39.5W&sel_satname=AMS-30B-A1-39.5W&plan_id=plan
AMS-A11-39.5W,-39.5,ISR ,n/a,Non-Planned,C,n/a,n/a,2017-03-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AMS-A11-39.5W&sel_satname=AMS-A11-39.5W&plan_id=
SIGNSAT-40W,-39.5,CHN ,n/a,Non-Planned,C,n/a,n/a,2019-01-10,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-40W&sel_satname=SIGNSAT-40W&plan_id=
F-SAT-30B-39W,-39.0,F ,n/a,Planned,P,n/a,n/a,2017-12-13,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-39W&sel_satname=F-SAT-30B-39W&plan_id=plan
DJCF-2A,-39.0,G ,n/a,Non-Planned,N,1999-04-22,2003-06-02,1999-01-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DJCF-2A&sel_satname=DJCF-2A&plan_id=
F-SAT-P-30B-39W-F,-39.0,F ,n/a,Planned,P,n/a,n/a,2021-11-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-39W-F&sel_satname=F-SAT-P-30B-39W-F&plan_id=plan
HISPASAT-2-39W,-39.0,E ,n/a,Non-Planned,C,n/a,n/a,2022-08-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-2-39W&sel_satname=HISPASAT-2-39W&plan_id=
F-SAT-N10-39W,-39.0,F ,n/a,Non-Planned,C,n/a,n/a,2022-06-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N10-39W&sel_satname=F-SAT-N10-39W&plan_id=
HISPASAT-1-39W,-39.0,E ,n/a,Non-Planned,C,n/a,n/a,2020-07-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-1-39W&sel_satname=HISPASAT-1-39W&plan_id=
PACIFISAT-FSS-39W,-39.0,PNG ,n/a,Planned,P,n/a,n/a,2015-08-05,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=PACIFISAT-FSS-39W&sel_satname=PACIFISAT-FSS-39W&plan_id=plan
HISPASAT-56A,-39.0,E ,n/a,Non-Planned,C,n/a,n/a,2016-06-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-56A&sel_satname=HISPASAT-56A&plan_id=
HISPASAT-56A_1,-39.0,E ,n/a,Non-Planned,C,n/a,n/a,2016-12-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-56A_1&sel_satname=HISPASAT-56A_1&plan_id=
F-SAT-N7-39W,-39.0,F ,n/a,Non-Planned,C,n/a,n/a,2019-07-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-39W&sel_satname=F-SAT-N7-39W&plan_id=
USGAE-17R,-39.0,USA ,n/a,Non-Planned,N,2006-11-15,2009-10-28,2002-12-13,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGAE-17R&sel_satname=USGAE-17R&plan_id=
MADAR-38.5W,-38.5,UAE ,n/a,Non-Planned,C,n/a,n/a,2020-07-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-38.5W&sel_satname=MADAR-38.5W&plan_id=
NGR00000,-38.5,NGR ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NGR00000&sel_satname=NGR00000&plan_id=plan
EG-SAT-38W,-38.0,F ,n/a,Non-Planned,C,n/a,n/a,2018-11-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EG-SAT-38W&sel_satname=EG-SAT-38W&plan_id=
USOBO-15B,-38.0,USA ,n/a,Non-Planned,C,n/a,n/a,2018-05-10,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-15B&sel_satname=USOBO-15B&plan_id=
USGON-5,-38.0,USA ,n/a,Non-Planned,N,1989-01-01,1995-12-18,1995-01-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGON-5&sel_satname=USGON-5&plan_id=
USOBO-15C,-38.0,USA ,n/a,Non-Planned,C,n/a,n/a,2022-12-05,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-15C&sel_satname=USOBO-15C&plan_id=
USASAT-26A,-37.5,USA ,n/a,Non-Planned,N,1995-01-20,1990-08-06,1989-06-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-26A&sel_satname=USASAT-26A&plan_id=
USASAT-25A,-37.5,USA ,n/a,Non-Planned,N,1994-05-20,1990-08-06,1989-06-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-25A&sel_satname=USASAT-25A&plan_id=
USASAT-26A-1,-37.5,USA ,n/a,Non-Planned,C,n/a,n/a,2022-10-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-26A-1&sel_satname=USASAT-26A-1&plan_id=
USASAT-25A-1,-37.5,USA ,n/a,Non-Planned,N,2005-02-03,2010-11-02,2004-03-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-25A-1&sel_satname=USASAT-25A-1&plan_id=
G  00000,-37.1,G ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=G++00000&sel_satname=G++00000&plan_id=plan
FLKSTGGL,-37.1,G ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=FLKSTGGL&sel_satname=FLKSTGGL&plan_id=plan
BERCAYMS,-37.1,G ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BERCAYMS&sel_satname=BERCAYMS&plan_id=plan
ASCSTHTC,-37.1,G ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ASCSTHTC&sel_satname=ASCSTHTC&plan_id=plan
IK-37W,-37.0,RUS / IK,n/a,Non-Planned,C,n/a,n/a,2021-12-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-37W&sel_satname=IK-37W&plan_id=
GENESIS-17,-37.0,D ,n/a,Non-Planned,C,n/a,n/a,2019-12-17,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GENESIS-17&sel_satname=GENESIS-17&plan_id=
MNE00000,-36.6,MNE ,n/a,Planned,P/Plan/List,n/a,n/a,2013-01-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MNE00000&sel_satname=MNE00000&plan_id=plan
AGL00000,-36.1,AGL ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AGL00000&sel_satname=AGL00000&plan_id=plan
HISPASAT-16A,-36.0,E ,n/a,Non-Planned,N,2017-05-23,2019-09-17,2013-04-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=HISPASAT-16A&sel_satname=HISPASAT-16A&plan_id=
HISPASAT-99A,-36.0,E ,n/a,Non-Planned,C,n/a,n/a,2019-12-18,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-99A&sel_satname=HISPASAT-99A&plan_id=
HISPASAT-2-36W,-36.0,E ,n/a,Planned,P,n/a,n/a,2022-04-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-2-36W&sel_satname=HISPASAT-2-36W&plan_id=plan
HISPASAT-62A,-36.0,E ,n/a,Planned,P,n/a,n/a,2016-07-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-62A&sel_satname=HISPASAT-62A&plan_id=plan
HISPASAT-84A,-36.0,E ,n/a,Planned,P,n/a,n/a,2018-08-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-84A&sel_satname=HISPASAT-84A&plan_id=plan
HISPASAT-7A,-36.0,E ,n/a,Non-Planned,N,2017-05-23,2017-07-13,2011-07-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=HISPASAT-7A&sel_satname=HISPASAT-7A&plan_id=
HISPASAT 2A 36W,-36.0,E ,n/a,Non-Planned,N,2013-09-20,2013-12-16,2008-11-28,"[['P', '2015-08-14', '2017-05-23'], ['P', '2014-02-20', '2016-07-07']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=HISPASAT+2A+36W&sel_satname=HISPASAT+2A+36W&plan_id=
ISL00000,-35.2,ISL ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ISL00000&sel_satname=ISL00000&plan_id=plan
TKSAT-2,-34.8,BOL ,n/a,Non-Planned,C,2025-01-30,2022-11-09,2018-07-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TKSAT-2&sel_satname=TKSAT-2&plan_id=
BOLSAT-2,-34.8,BOL ,n/a,Planned,P,n/a,n/a,2017-09-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BOLSAT-2&sel_satname=BOLSAT-2&plan_id=plan
BOL00000,-34.8,BOL ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BOL00000&sel_satname=BOL00000&plan_id=plan
INTELSAT7 325.5E,-34.5,USA ,n/a,Non-Planned,N,1996-03-01,1990-08-30,1989-04-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT7+325.5E&sel_satname=INTELSAT7+325.5E&plan_id=
INTELSAT6 325.5E,-34.5,USA ,n/a,Non-Planned,N,1992-07-01,1987-11-23,1986-03-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT6+325.5E&sel_satname=INTELSAT6+325.5E&plan_id=
INTELSAT8 325.5E,-34.5,USA ,INTELSAT FOS 325.5E,Non-Planned,N,1996-04-01,1992-11-12,1993-09-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT8+325.5E&sel_satname=INTELSAT8+325.5E&plan_id=
USASAT-60W,-34.5,USA ,n/a,Non-Planned,C,n/a,n/a,2017-03-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-60W&sel_satname=USASAT-60W&plan_id=
INTELSAT9 325.5E,-34.5,USA ,n/a,Non-Planned,N,2007-03-01,1998-05-06,1997-11-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT9+325.5E&sel_satname=INTELSAT9+325.5E&plan_id=
SKYNET-5A,-34.0,G ,n/a,Non-Planned,N,2006-08-07,2008-07-29,2001-08-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SKYNET-5A&sel_satname=SKYNET-5A&plan_id=
SKYNET-4M,-34.0,G ,n/a,Non-Planned,N,1999-12-01,1996-11-18,1996-01-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SKYNET-4M&sel_satname=SKYNET-4M&plan_id=
SKYNET-4D,-34.0,G ,n/a,Non-Planned,N,1995-08-11,1991-06-19,1986-09-12,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SKYNET-4D&sel_satname=SKYNET-4D&plan_id=
SKYNET-34W-KQ2,-34.0,G ,n/a,Non-Planned,C,n/a,n/a,2021-11-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SKYNET-34W-KQ2&sel_satname=SKYNET-34W-KQ2&plan_id=
SKYNET-34W-KQ,-34.0,G ,n/a,Non-Planned,C,n/a,n/a,2018-08-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SKYNET-34W-KQ&sel_satname=SKYNET-34W-KQ&plan_id=
GMB00000,-34.0,GMB ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GMB00000&sel_satname=GMB00000&plan_id=plan
ALG00000,-33.5,ALG ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ALG00000&sel_satname=ALG00000&plan_id=plan
ALGFSAT-33.5W-2,-33.5,ALG ,n/a,Planned,P,n/a,n/a,2023-01-16,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ALGFSAT-33.5W-2&sel_satname=ALGFSAT-33.5W-2&plan_id=plan
UKMMSAT-A4,-33.5,G ,n/a,Planned,N,2018-08-17,2020-05-27,2012-05-28,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=UKMMSAT-A4&sel_satname=UKMMSAT-A4&plan_id=plan
UKDRS-A14,-33.5,G ,n/a,Non-Planned,C,n/a,n/a,2019-03-31,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UKDRS-A14&sel_satname=UKDRS-A14&plan_id=
SMMSAT-2R_1,-33.5,S ,n/a,Non-Planned,C,n/a,n/a,2016-12-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-2R_1&sel_satname=SMMSAT-2R_1&plan_id=
UKMMSAT-B_1,-33.5,G ,n/a,Non-Planned,N,2018-08-19,2020-11-03,2014-08-05,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=UKMMSAT-B_1&sel_satname=UKMMSAT-B_1&plan_id=
UKDIGISAT-3,-33.5,G ,n/a,Non-Planned,N,2011-02-28,2011-06-24,2005-09-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=UKDIGISAT-3&sel_satname=UKDIGISAT-3&plan_id=
SMMSAT-2R,-33.5,S ,n/a,Non-Planned,C,2018-08-19,2022-12-19,2016-05-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-2R&sel_satname=SMMSAT-2R&plan_id=
UKMMSAT-A2,-33.5,G ,n/a,Non-Planned,N,2016-03-03,2016-07-01,2009-07-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=UKMMSAT-A2&sel_satname=UKMMSAT-A2&plan_id=
UKDSAT-A2,-33.5,G ,n/a,Non-Planned,N,2014-04-02,2014-07-31,2011-08-02,"[['T', '2015-08-18', '2018-08-16']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=UKDSAT-A2&sel_satname=UKDSAT-A2&plan_id=
UKMMSAT-B,-33.5,G ,n/a,Non-Planned,N,2018-08-19,2020-11-03,2013-11-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=UKMMSAT-B&sel_satname=UKMMSAT-B&plan_id=
ALCOMSAT-33.5W,-33.5,ALG ,n/a,Non-Planned,C,n/a,n/a,2012-11-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ALCOMSAT-33.5W&sel_satname=ALCOMSAT-33.5W&plan_id=
AMS-30B-A1-33W,-33.0,ISR ,n/a,Planned,P,n/a,n/a,2015-12-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AMS-30B-A1-33W&sel_satname=AMS-30B-A1-33W&plan_id=plan
GRD00000,-32.8,GRD ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GRD00000&sel_satname=GRD00000&plan_id=plan
GNE00000,-32.3,GNE ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GNE00000&sel_satname=GNE00000&plan_id=plan
CZE00000,-31.9,CZE ,n/a,Planned,P/Plan/List,n/a,n/a,2008-01-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CZE00000&sel_satname=CZE00000&plan_id=plan
USGAE-15B,-31.5,USA ,n/a,Non-Planned,C,n/a,n/a,2022-04-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGAE-15B&sel_satname=USGAE-15B&plan_id=
B-SAT-31.5W,-31.5,B ,n/a,Non-Planned,C,n/a,n/a,2018-05-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=B-SAT-31.5W&sel_satname=B-SAT-31.5W&plan_id=
USASAT-60X,-31.5,USA ,n/a,Non-Planned,C,n/a,n/a,2017-08-10,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-60X&sel_satname=USASAT-60X&plan_id=
USASAT-60P,-31.5,USA ,n/a,Non-Planned,N,2016-11-17,2017-03-28,2010-04-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-60P&sel_satname=USASAT-60P&plan_id=
INTELSAT8 328.5E,-31.5,USA ,INTELSAT8 329E,Non-Planned,N,1999-12-01,1994-07-12,1997-09-17,"[['P', '2020-04-21', 'n/a']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT8+328.5E&sel_satname=INTELSAT8+328.5E&plan_id=
INTELSAT9 328.5E,-31.5,USA ,n/a,Non-Planned,N,2007-03-01,1998-05-06,1997-11-06,"[['P', '2020-04-21', 'n/a']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT9+328.5E&sel_satname=INTELSAT9+328.5E&plan_id=
BEN00000,-30.6,BEN ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BEN00000&sel_satname=BEN00000&plan_id=plan
P-197-6,-30.4,USA ,n/a,Non-Planned,N,2016-08-30,2016-10-26,2009-11-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=P-197-6&sel_satname=P-197-6&plan_id=
USDKH2,-30.4,USA ,n/a,Non-Planned,N,2005-01-23,2006-07-18,1999-10-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USDKH2&sel_satname=USDKH2&plan_id=
P92-7A,-30.4,USA ,n/a,Non-Planned,N,2021-10-29,2022-02-10,2015-06-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=P92-7A&sel_satname=P92-7A&plan_id=
P92-7,-30.4,USA ,n/a,Non-Planned,N,2015-07-01,2015-10-26,2009-11-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=P92-7&sel_satname=P92-7&plan_id=
USLL-ATL3,-30.4,USA ,n/a,Non-Planned,N,2017-05-07,2017-08-22,2011-05-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USLL-ATL3&sel_satname=USLL-ATL3&plan_id=
